Collection,Asset,Primary Owner,Second Owner,Sys Admin,Label,STIGs,Benchmarks,Assessed,Submitted,Accepted,Rejected,CAT3,CAT2,CAT1
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM278,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM309,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM323,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM335,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM358,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM372,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM383,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM407,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM422,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM433,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM453,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM468,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM504,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM512,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM518,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM541,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM550,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1320-RM572,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1346-RM111,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1346-RM206,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1346-RM305,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1346-RM405,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1351-RM109,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1351-RM207,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1351-RM307,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1351-RM407,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1371-RM109,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1371-RM115,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1371-RM126,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1371-RM214,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1371-RM228,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1371-RM238,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1371-RM246A,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1371-RM258,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1371-RM315,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1371-RM326,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1371-RM330N,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1371-RM344,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1371-RM358,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1371-RM362P,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1371-RM407,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1371-RM415,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1371-RM426,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1371-RM438,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1371-RM458,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1371-RM460L1,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1404-RM107,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1404-RM204,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1404-RM209,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1404-RM227,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B1404-RM307,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B162-RM112,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B6-RM103,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B679-RM112,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B679-RM209,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B80-RMB11,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B990-RM120,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B990-RM226,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B990-RM325,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B990-RM406,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B990-RM411,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B990-RM423,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B990-RM536,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,NPWA-B990-RM616,Ryan Nario,,,,2,"Network_WLAN_AP-NIPR_Platform_STIG,Network_WLAN_AP-NIPR_Mgmt_STIG",100%,100%,100%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Network,WPB_SDP-RTR1,Ryan Nario,,,,2,"Cisco_IOS-XE_Router_NDM_STIG,Cisco_IOS-XE_Router_RTR_STIG",100%,100%,97%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NP0902NB402273,David Austin,,David Austin.,,5,"MOZ_Firefox_STIG,RHEL_7_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG",100%,100%,15%,0%,0,10,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0ACAS02,Joe Pumphrey,,Corey Long,,5,"RHEL_7_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",97%,97%,14%,0%,0,6,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0AIH,Jason Plourde,,,,4,"RHEL_7_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG",100%,100%,7%,0%,0,10,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0ASDNESSUS01,Jason Plourde,,Alex Kasparek,,5,"RHEL_7_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",96%,96%,14%,0%,0,10,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0ASDNMS01,Mark Heiser,,Chris Medeiros,,5,"RHEL_7_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",100%,100%,14%,0%,0,7,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,npa0aznessus01,Jason Plourde,,Alex Kasparek,,4,"RHEL_7_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG",95%,93%,7%,0%,1,7,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0BUCKET01,Joe Pumphrey,Corey Long.,,,5,"RHEL_7_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",100%,100%,14%,0%,0,9,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0CTLT01,Joe Pumphrey,Corey Long.,,,5,"RHEL_7_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",100%,100%,13%,0%,0,1,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0NESSUS00,Jason Plourde,,Alex Kasparek,,4,"RHEL_8_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG",92%,92%,76%,0%,0,3,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0NESSUS02,Jason Plourde,,Alex Kasparek,,4,"RHEL_8_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG",92%,92%,76%,0%,0,3,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0NESSUS03,Jason Plourde,,Alex Kasparek,,4,"RHEL_8_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG",92%,92%,76%,0%,0,3,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0NESSUS04,Jason Plourde,,Alex Kasparek,,4,"RHEL_8_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG",92%,92%,76%,0%,0,3,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,npa0nessus05,Jason Plourde,,Alex Kasparek,,5,"RHEL_8_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",92%,92%,78%,0%,0,3,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0NESSUS06,Jason Plourde,,Alex Kasparek,,4,"RHEL_7_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG",96%,92%,7%,0%,1,12,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0NESSUSMAN01,Jason Plourde,,Alex Kasparek,,5,"RHEL_8_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",92%,92%,78%,0%,0,2,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0NETNMS01,Joe Pumphrey,,Corey Long,,5,"RHEL_7_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",100%,100%,14%,0%,0,4,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0NFS01,Joe Pumphrey,,Corey Long,,2,"RHEL_7_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",100%,100%,12%,0%,0,9,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0NMS14,Corey Long.,,Corey Long,,5,"RHEL_7_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",100%,100%,13%,0%,0,1,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0NMS15,Joe Pumphrey,,Corey Long,,5,"RHEL_7_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",100%,100%,13%,0%,0,1,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0NNM01,Jason Plourde,,Alex Kasparek,,1,RHEL_7_STIG,93%,91%,1%,0%,0,6,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0SATELLITE,Joe Pumphrey,,Corey Long,,5,"RHEL_7_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",100%,100%,14%,0%,0,13,1
NP_C10-UnclassCore_1761_Zone A_Non-Win,npa0splm02,Craig F.,,Chris Medeiros,,6,"RHEL_7_STIG,Splunk_Enterprise_8-x_for_Linux_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",98%,96%,22%,0%,0,8,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,npa0splx04,Craig F.,,Chris Medeiros,,6,"RHEL_7_STIG,Splunk_Enterprise_8-x_for_Linux_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",100%,100%,22%,0%,0,6,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,npa0splx05,Craig F.,,Chris Medeiros,,6,"RHEL_7_STIG,Splunk_Enterprise_8-x_for_Linux_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",100%,100%,22%,0%,0,6,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,npa0splx06,Craig F.,,Chris Medeiros,,6,"RHEL_7_STIG,Splunk_Enterprise_8-x_for_Linux_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",100%,100%,22%,0%,0,6,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0SYS01,Joe Pumphrey,,Corey Long,,5,"RHEL_8_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",100%,100%,10%,0%,0,10,1
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0TOWER,Joe Pumphrey,,Corey Long,,5,"RHEL_7_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",100%,100%,14%,0%,0,7,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0TOWER01,Joe Pumphrey,,Corey Long,,5,"RHEL_8_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",100%,100%,10%,0%,0,5,1
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPA0ZK,Jason Plourde,,,,4,"RHEL_7_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG",100%,100%,7%,0%,0,8,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPB6ADAWL,Jason Plourde,,Mark Thistle,,5,"RHEL_8_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",92%,92%,78%,0%,0,2,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPC2SPLS02,Craig F.,,Chris Medeiros,,6,"RHEL_7_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,Splunk_Enterprise_8-x_for_Linux_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",100%,97%,22%,0%,1,11,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,npc2spls03,Craig F.,,Chris Medeiros,,6,"RHEL_7_STIG,Splunk_Enterprise_8-x_for_Linux_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",100%,100%,22%,0%,0,6,0
NP_C10-UnclassCore_1761_Zone A_Non-Win,NPC6AXLS01,Chris Medeiros.,,Corey Long,,6,"RHEL_7_STIG,Splunk_Enterprise_8-x_for_Linux_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,VMW_vSphere_7-0_Virtual_Machine_STIG",100%,99%,22%,0%,0,10,0
NP_C10-UnclassCore_1761_Zone A_Servers,902WEB01,Karl Vonwinkle,,,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_2012_MS_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,8%,0%,0,5,0
NP_C10-UnclassCore_1761_Zone A_Servers,DNS1,Adrian Correia,,Jon Helgesen,,10,"MS_Dot_Net_Framework,IE_11_STIG,MS_Defender_Antivirus,Windows_Server_2019_STIG,DNS_Policy,Microsoft_Windows_2012_Server_Domain_Name_System_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,86%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,DNS5,Adrian Correia,,Jon Helgesen,,10,"MS_Dot_Net_Framework,IE_11_STIG,MS_Defender_Antivirus,Windows_Server_2019_STIG,DNS_Policy,Microsoft_Windows_2012_Server_Domain_Name_System_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,86%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,DNS6,Adrian Correia,,Jon Helgesen,,10,"MS_Dot_Net_Framework,IE_11_STIG,MS_Defender_Antivirus,Windows_Server_2019_STIG,DNS_Policy,Microsoft_Windows_2012_Server_Domain_Name_System_STIG,HBSS_PolicyAuditor,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,86%,0%,0,0,0
NP_C10-UnclassCore_1761_Zone A_Servers,NPA0902MPS044,Janet Bradley,,Dana Wellen,,8,"MS_Dot_Net_Framework,IE_11_STIG,Windows_Server_2019_STIG,HBSS_McAfee_Agent,McAfee_ENS_10-x_STIG,HBSS_PolicyAuditor,VMW_vSphere_7-0_Virtual_Machine_STIG,Windows_Firewall_with_Advanced_Security",100%,100%,78%,0%,0,1,0
